,Country,Bank
2808,Moldova,InvestPrivatBank (Commercial Bank)
2809,Moldova,Victoria Bank (Commercial Bank)
2810,Moldova,National Bank of Moldova (State central bank) (Commercial Bank)
2811,Moldova,Moldindconbank (Commercial Bank)
2812,Moldova,UniversalBank (Commercial Bank)
2813,Moldova,MobiasBanca (Commercial Bank)
2814,Moldova,UniBank (Commercial Bank)
2815,Moldova,Banca Socială (Commercial Bank)
2816,Moldova,Banca Comercială Română (Commercial Bank)
2817,Mongolia,Bank of Mongolia (Commercial Bank)
2818,Mongolia,Trade and Development Bank of Mongolia (Commercial Bank)
2819,Mongolia,TransBank of Mongolia (Commercial Bank)
2820,Mongolia,National Investment Bank (Commercial Bank)
2821,Mongolia,The State bank (Commercial Bank)
2822,Mongolia,Capital Bank of Mongolia (Commercial Bank)
2823,Mongolia,Capitron Bank of Mongolia (Commercial Bank)
2824,Mongolia,Credit Bank (Commercial Bank)
2825,Mongolia,Golomt Bank (Commercial Bank)
2826,Mongolia,Arig Bank (Commercial Bank)
2827,Mongolia,XacBank (Commercial Bank)
2828,Mongolia,Ulaanbaatar city bank (Commercial Bank)
2829,Mongolia,Chinggis Khaan bank (Commercial Bank)
2830,Mongolia,Bogd bank (Commercial Bank)
2831,Mongolia,Khan bank (Commercial Bank)
2832,Mongolia,The Development bank of Mongolia  (State Bank)
2833,Morocco,Banque Populaire du Maroc (Commercial Bank)
2834,Morocco,BMCE Bank (Commercial Bank)
2835,Morocco,Société Générale Maroc (Commercial Bank)
2836,Morocco,BMCI (Commercial Bank)
2837,Morocco,Crédit Agricole du Maroc (Commercial Bank)
2838,Morocco,Crédit du Maroc (Commercial Bank)
2839,Morocco,CIH Bank (Commercial Bank)
2840,Mozambique,BancABC (Commercial Bank)
2841,Mozambique,Banco Comercial e de Investimentos (BCI) (Commercial Bank)
2842,Mozambique,Banco Mercantil e de Investimentos (BMI) (Commercial Bank)
2843,Mozambique,Banco Nacional de Investimentos (BNI) (National Investment Bank) (Commercial Bank)
2844,Mozambique,Banco Tchuma (Commercial Bank)
2845,Mozambique,Banco Terra (Commercial Bank)
2846,Mozambique,Banco Société Générale Moçambique (SGM) (Commercial Bank)
2847,Mozambique,Banco Unico (Commercial Bank)
2848,Mozambique,Barclays Bank (Commercial Bank)
2849,Mozambique,First National Bank Mozambique (Commercial Bank)
2850,Mozambique,First Capital Bank (FCB) (Commercial Bank)
2851,Mozambique,Millennium BIM (BIM) (Commercial Bank)
2852,Mozambique,Moza Banco (Commercial Bank)
2853,Mozambique,Opportunity Bank Mozambique (Commercial Bank)
2854,Mozambique,Procredit Bank (Commercial Bank)
2855,Mozambique,Socremo Microfinance Bank (Commercial Bank)
2856,Mozambique,Standard Bank (Commercial Bank)
2857,Mozambique,United Bank for Africa (Commercial Bank)
2858,Namibia,Bank Windhoek (Commercial Bank)
2859,Namibia,FIDES Bank Namibia (Commercial Bank)
2860,Namibia,First National Bank (South Africa) (Commercial Bank)
2861,Namibia,Nedbank (Commercial Bank)
2862,Namibia,Standard Bank (Commercial Bank)
2863,Nepal,Agriculture Development Bank Limited (Commercial Bank)
2864,Nepal,Bank of Kathmandu Limited (Commercial Bank)
2865,Nepal,Century Bank Limited (Commercial Bank)
2866,Nepal,Citizens Bank International Limited (Commercial Bank)
2867,Nepal,"Civil Bank Limited (in merger process with Int’l Leasing & Fin, Co. Ltd.) (Commercial Bank)"
2868,Nepal,Everest Bank Limited (Commercial Bank)
2869,Nepal,Global IME Bank Limited (Commercial Bank)
2870,Nepal,Himalayan Bank Limited (Commercial Bank)
2871,Nepal,Janata Bank Nepal Limited (Commercial Bank)
2872,Nepal,Laxmi Bank Limited (Commercial Bank)
2873,Nepal,Machhapuchchhre Bank Limited (Commercial Bank)
2874,Nepal,Mega Bank Nepal Limited (Commercial Bank)
2875,Nepal,Nabil Bank Limited (Commercial Bank)
2876,Nepal,NCC Bank) (Commercial Bank)
2877,Nepal,Kumari Bank Limited (in merger process with NCC Bank) (Commercial Bank)
2878,Nepal,Nepal Credit and Commerce Bank Limited (in merger process with Kumari Bank) (Commercial Bank)
2879,Nepal,Nepal Bangladesh Bank Limited (Commercial Bank)
2880,Nepal,Nepal Bank Limited (Commercial Bank)
2881,Nepal,Nepal Investment Bank Limited (Commercial Bank)
2882,Nepal,Nepal SBI Bank Limited (Commercial Bank)
2883,Nepal,NIC Asia Bank Limited (Commercial Bank)
2884,Nepal,NMB Bank Nepal Limited (Commercial Bank)
2885,Nepal,Prabhu Bank Limited (Commercial Bank)
2886,Nepal,Prime Commercial Bank Limited (Commercial Bank)
2887,Nepal,Rastriya Banijya Bank Limited (Commercial Bank)
2888,Nepal,Sanima Bank Limited (Commercial Bank)
2889,Nepal,Siddhartha Bank Limited (Commercial Bank)
2890,Nepal,Standard Chartered Bank Nepal Limited (Commercial Bank)
2891,Nepal,Sunrise Bank Limited (Commercial Bank)
2892,Nepal,Agriculture Development Bank (State Bank)
2893,Nepal,Nepal Bank Limited (State Bank)
2894,Nepal,Rastriya Banijya Bank (State Bank)
2895,Nepal,Nepal SBI Bank (Foreign Bank)
2896,Nepal,Standard Chartered Bank (Foreign Bank)
2897,Netherlands,Amsterdam Trade Bank (Local Bank)
2898,Netherlands,Anadolubank Nederland N.V. (Local Bank)
2899,Netherlands,ASN Bank (Local Bank)
2900,Netherlands,Bank Mendes Gans (Local Bank)
2901,Netherlands,Bank Nederlandse Gemeenten (Local Bank)
2902,Netherlands,BinckBank (Local Bank)
2903,Netherlands,bunq (Local Bank)
2904,Netherlands,Credit Europe Bank (Local Bank)
2905,Netherlands,Demir Halk Bank (Local Bank)
2906,Netherlands,Friesland Bank (Local Bank)
2907,Netherlands,GarantiBank International NV (Local Bank)
2908,Netherlands,GE Artesia Bank (Local Bank)
2909,Netherlands,Kempen & Co (Local Bank)
2910,Netherlands,Knab (Local Bank)
2911,Netherlands,Nederlandse Waterschapsbank (Local Bank)
2912,Netherlands,Netherlands Development Finance Company (Local Bank)
2913,Netherlands,NIBC Bank (Local Bank)
2914,Netherlands,SNS Bank (Local Bank)
2915,Netherlands,Triodos Bank (Local Bank)
2916,Netherlands,Van Lanschot (Local Bank)
2917,Netherlands,Yapi Kredi Bank Nederland N.V. (Local Bank)
2918,Netherlands,Deutsche Bank (State Bank)
2919,Netherlands,Royal Bank of Scotland (State Bank)
2920,Netherlands,Argenta (State Bank)
2921,New Zealand,NZ National Bank Limited (ANZ National Bank New Zealand) (Local Bank)
2922,New Zealand,ASB Bank Limited (owned by the Commonwealth Bank of Australia) (Local Bank)
2923,New Zealand,BankDirect (subsidiary of ASB Bank) (Local Bank)
2924,New Zealand,Bank of New Zealand Limited (owned by National Australia Bank) (Local Bank)
2925,New Zealand,Westpac New Zealand Limited (owned by Westpac Banking Corporation in Australia) (Local Bank)
2926,New Zealand,Heartland Bank (Local Bank)
2927,New Zealand,Kiwibank Limited (Local Bank)
2928,New Zealand,Rabobank New Zealand Limited (Local Bank)
2929,New Zealand,SBS Bank (Local Bank)
2930,New Zealand,TSB Bank Limited (Local Bank)
2931,New Zealand,Bank of New Zealand (Commercial Bank)
2932,New Zealand,ANZ Bank New Zealand (Commercial Bank)
2933,New Zealand,ASB Bank (Commercial Bank)
2934,New Zealand,Westpac (Commercial Bank)
2935,New Zealand,Heartland Bank (Commercial Bank)
2936,New Zealand,Kiwibank (Commercial Bank)
2937,New Zealand,SBS Bank (Commercial Bank)
2938,New Zealand,TSB Bank (Commercial Bank)
2939,New Zealand,Bank of Baroda (State Bank)
2940,New Zealand,Bank of China (State Bank)
2941,New Zealand,Bank of India (State Bank)
2942,New Zealand,China Construction Bank (State Bank)
2943,New Zealand,"Citibank, N.A. (State Bank)"
2944,New Zealand,Commonwealth Bank of Australia (State Bank)
2945,New Zealand,Deutsche Bank AG (State Bank)
2946,New Zealand,Industrial and Commercial Bank of China (State Bank)
2947,New Zealand,Kookmin Bank (State Bank)
2948,New Zealand,Rabobank Nederland (State Bank)
2949,New Zealand,The Bank of Tokyo-Mitsubishi UFJ (State Bank)
2950,New Zealand,Hongkong and Shanghai Banking Corporation (State Bank)
2951,New Zealand,Westpac Banking Corporation (State Bank)
2952,Nicaragua,Banco de América Central (Commercial Bank)
2953,Nicaragua,Banco de Finanzas (Commercial Bank)
2954,Nicaragua,Banco de la Producción (Commercial Bank)
2955,Nicaragua,Banco Lafise Bancentro (Commercial Bank)
2956,Nicaragua,Banco de Fomento a la Producción (Produzcamos) (State Bank)
2957,Nicaragua,"Citi, United States of America (Foreign Bank)"
2958,Nicaragua,"Banco Procredit, Germany (Foreign Bank)"
2959,Niger,Bank of Africa Niger (Commercial Bank)
2960,Niger,Banque Atlantique Niger (Commercial Bank)
2961,Niger,Banque Régionale de Solidarité Niger (Commercial Bank)
2962,Niger,Banque Sahélo-Saharienne pour l’Investissement et le Commerce (BSSIC) (Commercial Bank)
2963,Niger,Ecobank Niger (Commercial Bank)
2964,Niger,Crédit du Niger (Commercial Bank)
2965,Niger,Banque Internationale pour l’Afrique au Niger (Commercial Bank)
2966,Niger,Banque Commerciale du Niger (Commercial Bank)
2967,Niger,Banque Islamique du Niger pour le Commerce et l’Investissement (Commercial Bank)
2968,Niger,Société Nigérienne de Banque (Commercial Bank)
2969,Nigeria,Access Bank – acquired Intercontinental Bank (Commercial Bank)
2970,Nigeria,Citibank (Commercial Bank)
2971,Nigeria,Diamond Bank (Commercial Bank)
2972,Nigeria,Ecobank Nigeria – acquired Oceanic Bank (Commercial Bank)
2973,Nigeria,Fidelity Bank Nigeria (Commercial Bank)
2974,Nigeria,First Bank of Nigeria (Commercial Bank)
2975,Nigeria,First City Monument Bank – acquired FinBank (Commercial Bank)
2976,Nigeria,Guaranty Trust Bank (Commercial Bank)
2977,Nigeria,Heritage Bank plc – acquired Enterprise Bank (formerly Spring Bank)  (Commercial Bank)
2978,Nigeria,Keystone Bank Limited – formerly Bank PHB (Commercial Bank)
2979,Nigeria,Providus Bank plc  (Commercial Bank)
2980,Nigeria,Skye Bank – acquired Mainstreet Bank Limited(formerly Afribank Nig Plc) (Commercial Bank)
2981,Nigeria,Stanbic IBTC Bank Nigeria Limited (Commercial Bank)
2982,Nigeria,Standard Chartered Bank (Commercial Bank)
2983,Nigeria,Sterling Bank – acquired Equitorial Trust Bank (Commercial Bank)
2984,Nigeria,Suntrust Bank Nigeria Limited (Commercial Bank)
2985,Nigeria,Union Bank of Nigeria (Commercial Bank)
2986,Nigeria,United Bank for Africa (Commercial Bank)
2987,Nigeria,Unity Bank plc (Commercial Bank)
2988,Nigeria,Wema Bank (Commercial Bank)
2989,Nigeria,Zenith Bank (Commercial Bank)
2990,Nigeria,Barclays Bank plc (Foreign Bank)
2991,Nigeria,Deutsche Bank (Foreign Bank)
2992,Nigeria,JP Morgan (Foreign Bank)
2993,Norway,Bank2 (Commercial Bank)
2994,Norway,Bank Norwegian AS (Commercial Bank)
2995,Norway,Bolig- og Næringsbanken (Commercial Bank)
2996,Norway,Cresco (Commercial Bank)
2997,Norway,DnB NOR Bank (Commercial Bank)
2998,Norway,Landkreditt Bank (Commercial Bank)
2999,Norway,Netfonds Bank (Commercial Bank)
3000,Norway,Nordea Bank Norge (Commercial Bank)
3001,Norway,Nordlandsbanken (Commercial Bank)
3002,Norway,Santander Consumer Bank (Commercial Bank)
3003,Norway,Sbanken (Commercial Bank)
3004,Norway,Pareto Bank (Commercial Bank)
3005,Norway,SEB Privatbanken (Commercial Bank)
3006,Norway,Storebrand Bank (Commercial Bank)
3007,Norway,Verdibanken (Commercial Bank)
3008,Norway,Voss Veksel- og Landmandsbank (Commercial Bank)
3009,Norway,yA Bank (Commercial Bank)
3010,Norway,Aktiv Kapital (Foreign Bank)
3011,Norway,BMW Financial Services (Foreign Bank)
3012,Norway,BNP Paribas (Foreign Bank)
3013,Norway,Carnegie Investment Bank (Foreign Bank)
3014,Norway,Citibank (Foreign Bank)
3015,Norway,Danske Bank (Foreign Bank)
3016,Norway,De Lage Landen (Foreign Bank)
3017,Norway,DVB Bank (Foreign Bank)
3018,Norway,Ford Financial (Foreign Bank)
3019,Norway,Forex Bank (Foreign Bank)
3020,Norway,Fortis (Foreign Bank)
3021,Norway,GE Money Bank (Foreign Bank)
3022,Norway,GMAC Bank (Foreign Bank)
3023,Norway,Handelsbanken (Foreign Bank)
3024,Norway,IBM Credit (Foreign Bank)
3025,Norway,Nordnet (Foreign Bank)
3026,Norway,Scania Finans (Foreign Bank)
3027,Norway,Siemens Financial Services (Foreign Bank)
3028,Norway,Skandinaviska Enskilda Banken (Foreign Bank)
3029,Norway,SVEA Finans (Foreign Bank)
3030,Norway,Swedbank (Foreign Bank)
3031,Norway,Toyota Kreditbank (Foreign Bank)
3032,Oman,Alizz Islamic Bank (Local Bank)
3033,Oman,Bank Muscat (Local Bank)
3034,Oman,National Bank of Oman (Local Bank)
3035,Oman,Oman Arab Bank (Local Bank)
3036,Oman,Bank Dhofar (Local Bank)
3037,Oman,Ahli Bank (Local Bank)
3038,Oman,HSBC Oman (Local Bank)
3039,Oman,Bank Nizwa (Local Bank)
3040,Oman,Bank Sohar SAOG (Local Bank)
3041,Oman,Al Madina Financial & Investment Services. (Foreign Bank)
3042,Oman,Alliance Housing Bank. (Foreign Bank)
3043,Oman,Arab Bank. (Foreign Bank)
3044,Oman,Bank Of Baroda. (Foreign Bank)
3045,Oman,Citi Bank. (Foreign Bank)
3046,Oman,Hsbc Bank. (Foreign Bank)
3047,Oman,Oman Arab Bank. (Foreign Bank)
3048,Oman,Standard Chartered Bank. (Foreign Bank)
3049,Oman,Bank Muscat (Private Bank)
3050,Pakistan,Bank of Punjab (State Bank)
3051,Pakistan,First Women Bank (State Bank)
3052,Pakistan,National Bank of Pakistan (State Bank)
3053,Pakistan,Sindh Bank (State Bank)
3054,Pakistan,Bank of Tokyo – Mitsubishi UFG (Foreign Bank)
3055,Pakistan,Citi Bank N.A (Foreign Bank)
3056,Pakistan,Industrial and Commercial Bank of China Limited (Foreign Bank)
3057,Pakistan,Standard Chartered Pakistan (Foreign Bank)
3058,Pakistan,Bank of China (Foreign Bank)
3059,Pakistan,Samba Bank Limited (Foreign Bank)
3060,Pakistan,"Allied Bank of Pakistan, Karachi (Private Bank)"
3061,Pakistan,"Askari Bank, Rawalpindi (Private Bank)"
3062,Pakistan,"Bank AL Habib, Karachi (Private Bank)"
3063,Pakistan,"Bank Alfalah, Karachi (Private Bank)"
3064,Pakistan,"Bank of Punjab, Lahore (Private Bank)"
3065,Pakistan,"Barclays Bank, Karachi (Private Bank)"
3066,Pakistan,"Faysal Bank, Karachi (Private Bank)"
3067,Pakistan,"Habib Metropolitan Bank, Karachi (Private Bank)"
3068,Pakistan,"Habib Bank, Karachi (Private Bank)"
3069,Pakistan,HSBC (Private Bank)
3070,Pakistan,JS Bank (Private Bank)
3071,Pakistan,"KASB Bank, Karachi (Private Bank)"
3072,Pakistan,"MCB Bank Limited (formerly Muslim Commercial Bank), Islamabad (Private Bank)"
3073,Pakistan,"MyBank Limited, acquired by and merged with Summit Bank, Karachi (Private Bank)"
3074,Pakistan,"NIB Bank, Karachi (Private Bank)"
3075,Pakistan,"Samba Bank, Karachi (Private Bank)"
3076,Pakistan,"Silk Bank formerly Saudi Pak Non-Commercial Bank, Karachi (Private Bank)"
3077,Pakistan,"Soneri Bank, Karachi (Private Bank)"
3078,Pakistan,"Summit Bank, Karachi (Private Bank)"
3079,Pakistan,"United Bank, Karachi (Private Bank)"
3080,Pakistan,Al Baraka Bank (Pakistan) Limited (Private Bank)
3081,Pakistan,Askari Bank Limited (Private Bank)
3082,Pakistan,Bank Alfalah Limited (Private Bank)
3083,Pakistan,Bank AL Habib Limited (Private Bank)
3084,Pakistan,BankIslami Pakistan Limited (Private Bank)
3085,Pakistan,Burj Bank Limited (Private Bank)
3086,Pakistan,Dubai Islamic Bank Pakistan Limited (Private Bank)
3087,Pakistan,Faysal Bank Limited (Private Bank)
3088,Pakistan,Habib Metropolitan Bank Limited (Private Bank)
3089,Pakistan,JS Bank Limited (Private Bank)
3090,Pakistan,KASB Bank Limited (Private Bank)
3091,Pakistan,Meezan Bank Limited (Private Bank)
3092,Pakistan,NIB Bank Limited (Private Bank)
3093,Pakistan,Samba Bank Limited (Private Bank)
3094,Pakistan,Silkbank Limited (Private Bank)
3095,Pakistan,Soneri Bank Limited (Private Bank)
3096,Pakistan,Standard Chartered Bank (Pakistan) Limited (Private Bank)
3097,Pakistan,Summit Bank Limited (Formerly Arif Habib Bank Limited) (Private Bank)
3098,Papua New Guinea,Bank South Pacific (Local Bank)
3099,Papua New Guinea,ANZ Bank Papua New Guinea (Local Bank)
3100,Papua New Guinea,Westpac Bank Papua New Guinea (Local Bank)
3101,Papua New Guinea,Maybank Papua New Guinea (Local Bank)
3102,Papua New Guinea,National Development Bank of Papua New Guinea (Local Bank)
3103,Papua New Guinea,Nationwide Micro Bank (Local Bank)
3104,Paraguay,Banco Nacinal de Fomento (State Bank)
3105,Paraguay,Banco Sudameris (Foreign Bank)
3106,Paraguay,Citibank (Private Bank)
3107,Paraguay,Banco do Barsil (Private Bank)
3108,Paraguay,Banco de la Nacion Argentina (Private Bank)
3109,Paraguay,Banco Itau Paraguay (Private Bank)
3110,Paraguay,BBVA Paraguay (Private Bank)
3111,Paraguay,HSBC Paraguay (Private Bank)
3112,Peru,Banco Azteca (Commercial Bank)
3113,Peru,BCP (Commercial Bank)
3114,Peru,BBVA Banco Continental (Commercial Bank)
3115,Peru,Scotiabank (Commercial Bank)
3116,Peru,Interbank (Commercial Bank)
3117,Peru,HSBC (Commercial Bank)
3118,Peru,Citibank (Commercial Bank)
3119,Peru,Santander (Commercial Bank)
3120,Peru,Standard Chartered (Commercial Bank)
3121,Peru,Deutsche Bank (Commercial Bank)
3122,Peru,Banco Interamericano de Finanzas (Commercial Bank)
3123,Peru,Banco Financiero (Commercial Bank)
3124,Peru,Banco de Comercio (Commercial Bank)
3125,Peru,Mibanco (Commercial Bank)
3126,Peru,Banco Falabella (Commercial Bank)
3127,Peru,Banco Ripley (Commercial Bank)
3128,Peru,Banco del Trabajo (Commercial Bank)
3129,Peru,HSBC (merger between Panama’s largest banking group Grupo Banistmo and HSBC Panama) (Foreign Bank)
3130,Peru,Citibank (subsidiary of Citigroup which merged with Banco Uno and Banco Cuscatlan) (Foreign Bank)
3131,Peru,Banco Bilbao Vizcaya Argentaria. (Foreign Bank)
3132,Peru,Banco Atlantico Panama (subsidiary of Banco Santander) (Foreign Bank)
3133,Peru,Scotiabank. (Foreign Bank)
3134,Peru,Interbank (Private Bank)
3135,Peru,J.P. MORGAN PRIVATE BANK (Private Bank)
3136,Philippines,Bank of Commerce (Commercial Bank)
3137,Philippines,"BDO Private Bank, Inc. (Commercial Bank)"
3138,Philippines,Philippine Bank of Communications (Commercial Bank)
3139,Philippines,Philippine Veterans Bank (Commercial Bank)
3140,Philippines,Robinsons Bank Corporation (Commercial Bank)
3141,Philippines,CTBC Bank (Philippines) Corporation (Commercial Bank)
3142,Philippines,"Maybank Philippines, Incorporated (Commercial Bank)"
3143,Philippines,Bangkok Bank Public Co. Ltd. (Commercial Bank)
3144,Philippines,"Bank of America, N.A. (Commercial Bank)"
3145,Philippines,Bank of China Limited – Manila Branch (Commercial Bank)
3146,Philippines,"Citibank, N.A. (Commercial Bank)"
3147,Philippines,"JP Morgan Chase Bank, N.A. (Commercial Bank)"
3148,Philippines,KEB Hana Bank – Manila Branch (Commercial Bank)
3149,Philippines,"Mega International Commercial Bank Co., Ltd. (Commercial Bank)"
3150,Philippines,"The Bank of Tokyo-Mitsubishi UFJ, Ltd. (Commercial Bank)"
3151,Philippines,"First Commercial Bank, Ltd., – Manila Branch (Commercial Bank)"
3152,Philippines,"Cathay United Bank Co., Ltd., – Manila Branch (Commercial Bank)"
3153,Philippines,Shinhan Bank – Manila Branch (Commercial Bank)
3154,Philippines,Sumitomo Mitsui Banking Corporation – Manila Branch (Commercial Bank)
3155,Philippines,Industrial Bank of Korea – Manila Branch (Commercial Bank)
3156,Philippines,"United Overseas Bank Ltd., – Manila Branch (Commercial Bank)"
3157,Philippines,"Hua Nan Commercial Bank, Ltd., – Manila Branch (Commercial Bank)"
3158,Philippines,Bangko Sentral ng Pilipinas (Central bank) (State Bank)
3159,Philippines,Development Bank of the Philippines (State Bank)
3160,Philippines,Land Bank of the Philippines (State Bank)
3161,Philippines,The Overseas Filipino Bank (OFB) (State Bank)
3162,Philippines,ABN AMRO (Foreign Bank)
3163,Philippines,Bank of China (Foreign Bank)
3164,Philippines,Chinatrust Bank (Foreign Bank)
3165,Philippines,Citibank (Foreign Bank)
3166,Philippines,DBS Bank (Foreign Bank)
3167,Philippines,HSBC (Foreign Bank)
3168,Philippines,Keppel Bank (Foreign Bank)
3169,Philippines,Maybank (Foreign Bank)
3170,Philippines,Standard Chartered Bank (Foreign Bank)
3171,Philippines,United Overseas Bank (Foreign Bank)
3172,Philippines,Bank of Singapore Ltd. (Foreign Bank)
3173,Philippines,Barclays Banks PLC (Foreign Bank)
3174,Philippines,DBS Bank Ltd. (Foreign Bank)
3175,Philippines,Japan Bank for International Cooperation (Foreign Bank)
3176,Philippines,Rothschild (Singapore) Ltd. (Foreign Bank)
3177,Philippines,The Bank of New York Mellon (Foreign Bank)
3178,Philippines,The Export-Import Bank of Korea (Korea Eximbank) (Foreign Bank)
