,Country,Bank Name,Business Focus
3032,Spain,Deutsche Bank AG Filiale Wien,corporate and investment banking
3033,Spain,DolomitenBank Osttirol-Westkärnten eG,cooperative retail banking
3034,Spain,Erste Bank der oesterreichischen Sparkassen AG,retail banking
3035,Spain,Erste Group Bank AG,retail banking
3036,Spain,European American Investment Bank AG,"private banking, wealth management"
3037,Spain,FCA Bank GmbH,vehicle financing for Fiat and Chrysler brands
3038,Spain,FIL Fondsbank GmbH Zweigniederlassung Wien,investment management
3039,Spain,flatex Bank AG,securities trading
3040,Spain,"Ford Bank Austria, Zweigniederlassung der FCE BANK PLC",vehicle financing for Ford brands
3041,Spain,Generali Bank AG,"direct retail banking, online brokerage"
3042,Spain,Hellobank BNP Paribas Austria AG,"retail banking, online brokerage"
3043,Spain,HYPO NOE Landesbank für Niederösterreich und Wien AG,real estate financing
3044,Spain,HYPO TIROL BANK AG,real estate financing
3045,Spain,Hypo Vorarlberg Bank AG,real estate financing
3046,Spain,HYPO-BANK BURGENLAND AG,real estate financing
3047,Spain,ICBC Austria Bank GmbH,corporate banking
3048,Spain,ING-DiBa Austria Niederlassung der ING-DiBa AG,direct retail banking
3049,Spain,Kathrein Privatbank AG,"private banking, asset management"
3050,Spain,Kommunalkredit Austria AG,public sector financing
3051,Spain,Landes-Hypothekenbank Steiermark AG,real estate financing
3052,Spain,LEASFINANZ Bank GmbH,leasing
3053,Spain,"LGT Bank AG, Zweigniederlassung Österreich",private banking and asset management
3054,Spain,Liechtensteinische Landesbank (Österreich) AG,wealth and asset management
3055,Spain,Marchfelder Bank eG,cooperative retail banking
3056,Spain,Mercedes-Benz Bank GmbH,vehicle financing for Daimler brands
3057,Spain,Mizuho Bank Europe NV Vienna Branch,corporate banking
3058,Spain,MUFG Bank (Europe) NV Vienna Branch,corporate and investment banking
3059,Spain,NOTARTREUHANDBANK AG,cooperative retail banking
3060,Spain,Oberbank AG,"retail banking, brokerage services"
3061,Spain,Oberösterreichische Landesbank AG,real estate financing
3062,Spain,Oesterreichische Entwicklungsbank AG,emerging markets financing
3063,Spain,Oesterreichische Kontrollbank AG,information services
3064,Spain,Oesterreichische Nationalbank,central banking
3065,Spain,Österreichische Ärzte- und Apothekerbank AG,cooperative retail banking
3066,Spain,Österreichische Verkehrskreditbank AG,consumer lending
3067,Spain,PARTNER BANK AG,asset management
3068,Spain,paybox Bank AG,mobile payments
3069,Spain,Porsche Bank AG,vehicle financing
3070,Spain,Posojilnica Bank eGen,cooperative retail banking
3071,Spain,"PSA Bank Österreich, Niederlassung der PSA Bank Deutschland GmbH",vehicle financing
3072,Spain,Raiffeisen Bank International AG,corporate and investment banking
3073,Spain,Raiffeisen Bausparkasse GmbH,housing financing
3074,Spain,Raiffeisen Centrobank AG,investment banking
3075,Spain,Raiffeisen Wohnbaubank AG,construction financing
3076,Spain,Raiffeisen-Landesbank Steiermark AG,cooperative retail banking
3077,Spain,Raiffeisen-Landesbank Tirol AG,cooperative retail banking
3078,Spain,Raiffeisenlandesbank Burgenland und Revisionsverband eGen,cooperative retail banking
3079,Spain,Raiffeisenlandesbank Kärnten - Rechenzentrum und Revisionsverband reg.Gen.mbH,cooperative retail banking
3080,Spain,RAIFFEISENLANDESBANK NIEDERÖSTERREICH-WIEN AG,cooperative retail banking
3081,Spain,Raiffeisenlandesbank Oberösterreich AG,cooperative retail banking
3082,Spain,Raiffeisenlandesbank Vorarlberg Waren- und Revisionsverband reg.Gen.mbH,cooperative retail banking
3083,Spain,Raiffeisenverband Salzburg eGen,cooperative retail banking
3084,Spain,"RCI Banque SA, Niederlassung Österreich",vehicle financing for Renault brands
3085,Spain,s Wohnbaubank AG,construction financing
3086,Spain,SALZBURGER LANDES-HYPOTHEKENBANK AG,real estate financing
3087,Spain,Santander Consumer Bank GmbH,retail banking
3088,Spain,Sberbank Europe AG,corporate banking
3089,Spain,Schoellerbank AG,"private banking, asset management"
3090,Spain,Société Générale Zweigniederlassung Wien,securities services
3091,Spain,SPAR-FINANZ BANK AG,consumer credit
3092,Spain,Standard Chartered Bank Zweigniederlassung Wien,corporate and institutional banking
3093,Spain,start:bausparkasse AG,housing financing
3094,Spain,State Street Bank International GmbH Filiale Wien,investment banking
3095,Spain,Steyler Bank GmbH,retail banking
3096,Spain,TeamBank Österreich - Niederlassung der TeamBank AG Nürnberg,consumer credit
3097,Spain,Toyota Kreditbank GmbH Zweigniederlassung Österreich,vehicle financing for Toyota brands
3098,Spain,UBS Europe SE Niederlassung Österreich,wealth management
3099,Spain,"UniCredit Bank AG, Zweigniederlassung Wien",universal banking
3100,Spain,UniCredit Bank Austria AG,universal banking
3101,Spain,VakifBank International AG,retail and business banking
3102,Spain,Volksbank Kärnten eG,cooperative retail banking
3103,Spain,Volksbank Niederösterreich AG,cooperative retail banking
3104,Spain,Volksbank Oberösterreich AG,cooperative retail banking
3105,Spain,Volksbank Raiffeisenbank Oberbayern Südost eG-Zweigniederlassung VR-Bank Salzburg,retail banking
3106,Spain,Volksbank Salzburg eG,cooperative retail banking
3107,Spain,Volksbank Steiermark AG,cooperative retail banking
3108,Spain,Volksbank Tirol AG,cooperative retail banking
3109,Spain,VOLKSBANK VORARLBERG e. Gen.,cooperative retail banking
3110,Spain,VOLKSBANK WIEN AG,cooperative retail banking
3111,Spain,Volkskreditbank AG,regional retail banking
3112,Spain,"VTB Bank (Europe) SE, Zweigniederlassung Wien",global transaction settlement
3113,Spain,Walser Privatbank AG,private banking and asset management
3114,Spain,Western Union International Bank GmbH,business payment solutions
3115,Spain,Wiener Privatbank SE,"private banking, asset management"
3116,Spain,WSK Bank AG,retail banking
3117,Spain,Zürcher Kantonalbank Österreich AG,asset management
3118,Sweden,Addiko Bank AG,retail banking
3119,Sweden,Allianz Investmentbank AG,investment banking
3120,Sweden,Alpenbank AG,"private banking, asset management"
3121,Sweden,Austrian Anadi Bank AG,retail and corporate banking
3122,Sweden,Autobank AG,car loans
3123,Sweden,Banco do Brasil AG,corporate banking
3124,Sweden,Bank Austria Wohnbaubank AG,construction bonds
3125,Sweden,Bank für Tirol und Vorarlberg AG,retail and business banking
3126,Sweden,Bank Gutmann AG,"private banking, wealth management"
3127,Sweden,Bank of China (Central and Eastern Europe) Limited Vienna Branch,corporate and investment banking
3128,Sweden,Bank Winter & Co. AG,corporate and investment banking
3129,Sweden,bank99 AG,retail banking
3130,Sweden,Bankhaus Carl Spängler & Co. AG,"private banking, asset management"
3131,Sweden,Bankhaus Denzel AG,retail banking
3132,Sweden,Bankhaus Schelhammer & Schattera AG,private banking
3133,Sweden,Bausparkasse der österreichischen Sparkassen AG,housing financing
3134,Sweden,Bausparkasse Wüstenrot AG,housing financing
3135,Sweden,BAWAG P.S.K.,retail and business banking
3136,Sweden,BAWAG P.S.K. Wohnbaubank AG,housing financing
3137,Sweden,BKS Bank AG,universal banking
3138,Sweden,BMW Austria Bank GmbH,vehicle financing for BMW brands
3139,Sweden,BNP PARIBAS PERSONAL FINANCE SA Niederlassung Österreich,consumer finance
3140,Sweden,BNP Paribas SA Niederlassung Österreich,corporate and institutional banking
3141,Sweden,CAPITAL BANK - GRAWE GRUPPE AG,private banking
3142,Sweden,card complete Service Bank AG,payment cards and related services
3143,Sweden,"Citibank Europe plc, Austria Branch",corporate and investment banking
3144,Sweden,Commerzbank AG Niederlassung Wien,corporate banking
3145,Sweden,Commerzialbank Mattersburg im Burgenland AG,regional universal banking
3146,Sweden,Crédit Suisse (Luxembourg) S.A. Zweigniederlassung Österreich,private banking and asset management
3147,Sweden,DenizBank AG,retail and business banking
3148,Sweden,Deutsche Bank AG Filiale Wien,corporate and investment banking
3149,Sweden,DolomitenBank Osttirol-Westkärnten eG,cooperative retail banking
3150,Sweden,Erste Bank der oesterreichischen Sparkassen AG,retail banking
3151,Sweden,Erste Group Bank AG,retail banking
3152,Sweden,European American Investment Bank AG,"private banking, wealth management"
3153,Sweden,FCA Bank GmbH,vehicle financing for Fiat and Chrysler brands
3154,Sweden,FIL Fondsbank GmbH Zweigniederlassung Wien,investment management
3155,Sweden,flatex Bank AG,securities trading
3156,Sweden,"Ford Bank Austria, Zweigniederlassung der FCE BANK PLC",vehicle financing for Ford brands
3157,Sweden,Generali Bank AG,"direct retail banking, online brokerage"
3158,Sweden,Hellobank BNP Paribas Austria AG,"retail banking, online brokerage"
3159,Sweden,HYPO NOE Landesbank für Niederösterreich und Wien AG,real estate financing
3160,Sweden,HYPO TIROL BANK AG,real estate financing
3161,Sweden,Hypo Vorarlberg Bank AG,real estate financing
3162,Sweden,HYPO-BANK BURGENLAND AG,real estate financing
3163,Sweden,ICBC Austria Bank GmbH,corporate banking
3164,Sweden,ING-DiBa Austria Niederlassung der ING-DiBa AG,direct retail banking
3165,Sweden,Kathrein Privatbank AG,"private banking, asset management"
3166,Sweden,Kommunalkredit Austria AG,public sector financing
3167,Sweden,Landes-Hypothekenbank Steiermark AG,real estate financing
3168,Sweden,LEASFINANZ Bank GmbH,leasing
3169,Sweden,"LGT Bank AG, Zweigniederlassung Österreich",private banking and asset management
3170,Sweden,Liechtensteinische Landesbank (Österreich) AG,wealth and asset management
3171,Sweden,Marchfelder Bank eG,cooperative retail banking
3172,Sweden,Mercedes-Benz Bank GmbH,vehicle financing for Daimler brands
3173,Sweden,Mizuho Bank Europe NV Vienna Branch,corporate banking
3174,Sweden,MUFG Bank (Europe) NV Vienna Branch,corporate and investment banking
3175,Sweden,NOTARTREUHANDBANK AG,cooperative retail banking
3176,Sweden,Oberbank AG,"retail banking, brokerage services"
3177,Sweden,Oberösterreichische Landesbank AG,real estate financing
3178,Sweden,Oesterreichische Entwicklungsbank AG,emerging markets financing
3179,Sweden,Oesterreichische Kontrollbank AG,information services
3180,Sweden,Oesterreichische Nationalbank,central banking
3181,Sweden,Österreichische Ärzte- und Apothekerbank AG,cooperative retail banking
3182,Sweden,Österreichische Verkehrskreditbank AG,consumer lending
3183,Sweden,PARTNER BANK AG,asset management
3184,Sweden,paybox Bank AG,mobile payments
3185,Sweden,Porsche Bank AG,vehicle financing
3186,Sweden,Posojilnica Bank eGen,cooperative retail banking
3187,Sweden,"PSA Bank Österreich, Niederlassung der PSA Bank Deutschland GmbH",vehicle financing
3188,Sweden,Raiffeisen Bank International AG,corporate and investment banking
3189,Sweden,Raiffeisen Bausparkasse GmbH,housing financing
3190,Sweden,Raiffeisen Centrobank AG,investment banking
3191,Sweden,Raiffeisen Wohnbaubank AG,construction financing
3192,Sweden,Raiffeisen-Landesbank Steiermark AG,cooperative retail banking
3193,Sweden,Raiffeisen-Landesbank Tirol AG,cooperative retail banking
3194,Sweden,Raiffeisenlandesbank Burgenland und Revisionsverband eGen,cooperative retail banking
3195,Sweden,Raiffeisenlandesbank Kärnten - Rechenzentrum und Revisionsverband reg.Gen.mbH,cooperative retail banking
3196,Sweden,RAIFFEISENLANDESBANK NIEDERÖSTERREICH-WIEN AG,cooperative retail banking
3197,Sweden,Raiffeisenlandesbank Oberösterreich AG,cooperative retail banking
3198,Sweden,Raiffeisenlandesbank Vorarlberg Waren- und Revisionsverband reg.Gen.mbH,cooperative retail banking
3199,Sweden,Raiffeisenverband Salzburg eGen,cooperative retail banking
3200,Sweden,"RCI Banque SA, Niederlassung Österreich",vehicle financing for Renault brands
3201,Sweden,s Wohnbaubank AG,construction financing
3202,Sweden,SALZBURGER LANDES-HYPOTHEKENBANK AG,real estate financing
3203,Sweden,Santander Consumer Bank GmbH,retail banking
3204,Sweden,Sberbank Europe AG,corporate banking
3205,Sweden,Schoellerbank AG,"private banking, asset management"
3206,Sweden,Société Générale Zweigniederlassung Wien,securities services
3207,Sweden,SPAR-FINANZ BANK AG,consumer credit
3208,Sweden,Standard Chartered Bank Zweigniederlassung Wien,corporate and institutional banking
3209,Sweden,start:bausparkasse AG,housing financing
3210,Sweden,State Street Bank International GmbH Filiale Wien,investment banking
3211,Sweden,Steyler Bank GmbH,retail banking
3212,Sweden,TeamBank Österreich - Niederlassung der TeamBank AG Nürnberg,consumer credit
3213,Sweden,Toyota Kreditbank GmbH Zweigniederlassung Österreich,vehicle financing for Toyota brands
3214,Sweden,UBS Europe SE Niederlassung Österreich,wealth management
3215,Sweden,"UniCredit Bank AG, Zweigniederlassung Wien",universal banking
3216,Sweden,UniCredit Bank Austria AG,universal banking
3217,Sweden,VakifBank International AG,retail and business banking
3218,Sweden,Volksbank Kärnten eG,cooperative retail banking
3219,Sweden,Volksbank Niederösterreich AG,cooperative retail banking
3220,Sweden,Volksbank Oberösterreich AG,cooperative retail banking
3221,Sweden,Volksbank Raiffeisenbank Oberbayern Südost eG-Zweigniederlassung VR-Bank Salzburg,retail banking
3222,Sweden,Volksbank Salzburg eG,cooperative retail banking
3223,Sweden,Volksbank Steiermark AG,cooperative retail banking
3224,Sweden,Volksbank Tirol AG,cooperative retail banking
3225,Sweden,VOLKSBANK VORARLBERG e. Gen.,cooperative retail banking
3226,Sweden,VOLKSBANK WIEN AG,cooperative retail banking
3227,Sweden,Volkskreditbank AG,regional retail banking
3228,Sweden,"VTB Bank (Europe) SE, Zweigniederlassung Wien",global transaction settlement
3229,Sweden,Walser Privatbank AG,private banking and asset management
3230,Sweden,Western Union International Bank GmbH,business payment solutions
3231,Sweden,Wiener Privatbank SE,"private banking, asset management"
3232,Sweden,WSK Bank AG,retail banking
3233,Sweden,Zürcher Kantonalbank Österreich AG,asset management
3234,Switzerland,Addiko Bank AG,retail banking
3235,Switzerland,Allianz Investmentbank AG,investment banking
3236,Switzerland,Alpenbank AG,"private banking, asset management"
3237,Switzerland,Austrian Anadi Bank AG,retail and corporate banking
3238,Switzerland,Autobank AG,car loans
3239,Switzerland,Banco do Brasil AG,corporate banking
3240,Switzerland,Bank Austria Wohnbaubank AG,construction bonds
3241,Switzerland,Bank für Tirol und Vorarlberg AG,retail and business banking
3242,Switzerland,Bank Gutmann AG,"private banking, wealth management"
3243,Switzerland,Bank of China (Central and Eastern Europe) Limited Vienna Branch,corporate and investment banking
3244,Switzerland,Bank Winter & Co. AG,corporate and investment banking
3245,Switzerland,bank99 AG,retail banking
3246,Switzerland,Bankhaus Carl Spängler & Co. AG,"private banking, asset management"
3247,Switzerland,Bankhaus Denzel AG,retail banking
3248,Switzerland,Bankhaus Schelhammer & Schattera AG,private banking
3249,Switzerland,Bausparkasse der österreichischen Sparkassen AG,housing financing
3250,Switzerland,Bausparkasse Wüstenrot AG,housing financing
3251,Switzerland,BAWAG P.S.K.,retail and business banking
3252,Switzerland,BAWAG P.S.K. Wohnbaubank AG,housing financing
3253,Switzerland,BKS Bank AG,universal banking
3254,Switzerland,BMW Austria Bank GmbH,vehicle financing for BMW brands
3255,Switzerland,BNP PARIBAS PERSONAL FINANCE SA Niederlassung Österreich,consumer finance
3256,Switzerland,BNP Paribas SA Niederlassung Österreich,corporate and institutional banking
3257,Switzerland,CAPITAL BANK - GRAWE GRUPPE AG,private banking
3258,Switzerland,card complete Service Bank AG,payment cards and related services
3259,Switzerland,"Citibank Europe plc, Austria Branch",corporate and investment banking
3260,Switzerland,Commerzbank AG Niederlassung Wien,corporate banking
3261,Switzerland,Commerzialbank Mattersburg im Burgenland AG,regional universal banking
